text,label,region,product,created_at,tweet_id,user_id,user_screen_name,lang,retweet_count,favorite_count,reply_count,quote_count,hashtags,mentions,urls,is_retweet,in_reply_to_status_id,geo,source
Very disappointed by the Tablet @Apple — Disappointed #Review 👎,0,India,Tablet,2025-08-03 07:47:53,,,,,,,,,,,,,,,
Not interested in purchasing the iPhone 🙄 @Apple,0,India,iPhone,2025-08-28 13:27:34,,,,,,,,,,,,,,,
Great value in the Laptop ✨,1,India,Laptop,2024-07-19 15:20:34,,,,,,,,,,,,,,,
Loved this the Watches #NewLaunch 😊,1,Germany,Watches,2025-09-25 01:50:06,,,,,,,,,,,,,,,
Not interested in purchasing the Shoes 👎 @Flipkart,0,Canada,Shoes,2025-05-02 12:52:41,,,,,,,,,,,,,,,
Absolutely love the Gaming Console @PlayStation #Shopping 😍,1,India,Gaming Console,2024-11-19 07:29:29,,,,,,,,,,,,,,,
Really excited to purchase the latest Laptop 💻 @Nike,1,UK,Laptop,2025-10-04 23:26:48,,,,,,,,,,,,,,,
I'm going to buy the new Shoes soon 🔥 #Fashion @Amazon,1,India,Shoes,2025-05-21 22:23:39,,,,,,,,,,,,,,,
Five stars for the Watches @Titan,1,Australia,Watches,2024-03-17 02:50:15,,,,,,,,,,,,,,,
Worth every penny the Backpack @Herschel #Shopping 🔥,1,Australia,Backpack,2025-03-19 13:01:35,,,,,,,,,,,,,,,
So happy with the Backpack #Deal 🔥,1,India,Backpack,2024-12-03 06:58:58,,,,,,,,,,,,,,,
Not satisfied with the Laptop #NewLaunch 😡,0,India,Laptop,2024-12-30 10:57:10,,,,,,,,,,,,,,,
Not satisfied with the Camera — Quality is bad #Unboxing,0,USA,Camera,2024-03-07 14:28:04,,,,,,,,,,,,,,,
Not worth the price the Refrigerator — Quality is bad ☹️,0,USA,Refrigerator,2025-08-13 16:31:22,,,,,,,,,,,,,,,
Highly recommend the Shoes #Shopping ✨,1,India,Shoes,2025-07-09 11:27:45,,,,,,,,,,,,,,,
Too expensive for a Headphones. I'll pass #Offer @Apple,0,Canada,Headphones,2025-09-01 10:18:56,,,,,,,,,,,,,,,
Absolutely love the Watches #NewLaunch 😍,1,India,Watches,2024-01-06 08:49:12,,,,,,,,,,,,,,,
Not worth the price the Headphones — Quality is bad #Unboxing 💀,0,Australia,Headphones,2024-12-22 02:16:37,,,,,,,,,,,,,,,
One star for the Shoes @Puma — Disappointed #Shopping 💀,0,USA,Shoes,2025-04-28 15:54:27,,,,,,,,,,,,,,,
Amazing quality the Backpack @Herschel 😊,1,India,Backpack,2024-08-04 19:34:54,,,,,,,,,,,,,,,
That Smartwatch looks amazing — I’m getting one #Tech @Amazon,1,USA,Smartwatch,2025-10-07 15:33:35,,,,,,,,,,,,,,,
Highly recommend the Smartwatch @Apple #Deal,1,India,Smartwatch,2024-09-22 03:26:28,,,,,,,,,,,,,,,
Would not recommend the Bike — Disappointed #Deal 😡,0,Australia,Bike,2025-09-14 05:35:39,,,,,,,,,,,,,,,
Highly recommend the Camera @Canon #Sale 😊,1,UK,Camera,2024-12-19 10:15:54,,,,,,,,,,,,,,,
"Not buying the iPhone, it's overpriced 😒 @Sony",0,USA,iPhone,2025-10-08 03:40:29,,,,,,,,,,,,,,,
I don’t think I’ll buy the Laptop anytime soon #Shopping @Amazon,0,India,Laptop,2025-06-15 12:15:35,,,,,,,,,,,,,,,
Loved this the Furniture @UrbanLadder #Deal 😍,1,Germany,Furniture,2024-10-16 13:24:31,,,,,,,,,,,,,,,
Regret buying the Backpack — Disappointed #Deal 👎,0,India,Backpack,2024-12-24 14:20:18,,,,,,,,,,,,,,,
Finally saved up enough to get the Smartwatch! 💸 @Flipkart,1,UK,Smartwatch,2025-10-04 10:33:29,,,,,,,,,,,,,,,
Great value in the Jacket @Zara #Review 🔥,1,Australia,Jacket,2024-02-10 02:15:51,,,,,,,,,,,,,,,
Five stars for the Bike @RoyalEnfield #Deal ✨,1,India,Bike,2024-08-30 16:18:57,,,,,,,,,,,,,,,
So happy with the Furniture @Ikea 😍,1,India,Furniture,2024-01-18 15:49:01,,,,,,,,,,,,,,,
"Can't resist, the Headphones deal is too good 💸 @Flipkart",1,India,Headphones,2025-04-12 15:43:25,,,,,,,,,,,,,,,
One star for the Cosmetics @Nykaa — Not what I expected,0,India,Cosmetics,2025-09-11 07:29:08,,,,,,,,,,,,,,,
That iPhone looks amazing — I’m getting one #Offer @Flipkart,1,UK,iPhone,2025-04-12 18:13:37,,,,,,,,,,,,,,,
Loved this the TV @Sony #Deal,1,India,TV,2024-08-02 09:52:28,,,,,,,,,,,,,,,
The iPhone isn't good enough to buy #Fashion @Nike,0,Canada,iPhone,2025-10-08 02:45:06,,,,,,,,,,,,,,,
Waste of money the Backpack — Quality is bad #Unboxing 👎,0,Canada,Backpack,2024-05-01 03:53:13,,,,,,,,,,,,,,,
So happy with the Smartwatch @Fitbit #Shopping 🔥,1,USA,Smartwatch,2024-03-08 13:20:25,,,,,,,,,,,,,,,
That Smartwatch looks amazing — I’m getting one #Tech @BestBuy,1,Canada,Smartwatch,2025-07-10 06:01:26,,,,,,,,,,,,,,,
Not worth the price the Cosmetics — Disappointed #Shopping ☹️,0,India,Cosmetics,2024-04-02 08:52:14,,,,,,,,,,,,,,,
Not interested in purchasing the Shoes 😒 @Apple,0,UK,Shoes,2025-06-26 03:46:53,,,,,,,,,,,,,,,
Worth every penny the Backpack @Wildcraft #Shopping,1,USA,Backpack,2025-01-23 04:57:04,,,,,,,,,,,,,,,
Amazing quality the Laptop @Lenovo #Deal 🔥,1,India,Laptop,2024-11-21 12:36:37,,,,,,,,,,,,,,,
Absolutely love the Cosmetics @Nykaa #Review 😊,1,Canada,Cosmetics,2025-01-21 02:39:30,,,,,,,,,,,,,,,
One star for the Watches @Rolex — Disappointed #Deal 👎,0,Australia,Watches,2025-10-17 11:18:17,,,,,,,,,,,,,,,
Not worth the price the Smartwatch @Fitbit — Quality is bad #NewLaunch 👎,0,Germany,Smartwatch,2024-01-24 03:18:33,,,,,,,,,,,,,,,
Really excited to purchase the latest iPhone 🛒 @Amazon,1,USA,iPhone,2025-08-28 13:17:21,,,,,,,,,,,,,,,
One star for the Printer @HP — Disappointed #Sale 💀,0,Germany,Printer,2024-09-12 07:47:48,,,,,,,,,,,,,,,
Terrible experience with the Watches #Sale ☹️,0,Australia,Watches,2024-04-08 00:22:54,,,,,,,,,,,,,,,
Planning to get a Smartwatch this week #Shopping @BestBuy,1,Australia,Smartwatch,2025-06-23 09:12:23,,,,,,,,,,,,,,,
Five stars for the Shoes #Sale 😍,1,USA,Shoes,2025-04-05 09:36:43,,,,,,,,,,,,,,,
Not satisfied with the Backpack @Herschel — Disappointed #Deal 😞,0,Canada,Backpack,2024-08-21 08:06:04,,,,,,,,,,,,,,,
Just ordered my Headphones! Can't wait to try it 😎 @Amazon,1,UK,Headphones,2025-05-22 03:57:26,,,,,,,,,,,,,,,
Five stars for the Printer @HP #Sale,1,India,Printer,2024-08-03 17:19:57,,,,,,,,,,,,,,,
Just ordered my iPhone! Can't wait to try it 💻 @Flipkart,1,UK,iPhone,2025-10-02 18:33:51,,,,,,,,,,,,,,,
Amazing quality the TV @Samsung #Unboxing,1,Australia,TV,2024-09-14 12:46:52,,,,,,,,,,,,,,,
Skipping the iPhone this time 👎 @Amazon,0,UK,iPhone,2025-05-28 14:44:48,,,,,,,,,,,,,,,
No plans to buy any Laptop right now #NewLaunch @Apple,0,Australia,Laptop,2025-08-05 12:12:28,,,,,,,,,,,,,,,
Great value in the Books #MustRead #Unboxing 👍,1,Germany,Books,2024-11-01 17:31:45,,,,,,,,,,,,,,,
Fantastic performance the Printer @HP 👍,1,India,Printer,2024-07-31 05:48:18,,,,,,,,,,,,,,,
Highly recommend the Cosmetics 😍,1,Canada,Cosmetics,2025-10-12 07:10:57,,,,,,,,,,,,,,,
Waste of money the Tablet @Apple #Sale 💀,0,India,Tablet,2025-06-25 16:08:15,,,,,,,,,,,,,,,
"Got my eyes on the Shoes, purchasing soon 💸 @Amazon",1,Canada,Shoes,2025-07-03 13:51:57,,,,,,,,,,,,,,,
Not satisfied with the Cosmetics — Not what I expected #Shopping 😡,0,Canada,Cosmetics,2025-09-06 00:10:36,,,,,,,,,,,,,,,
Planning to get a Smartwatch this week #Tech @BestBuy,1,UK,Smartwatch,2025-07-03 17:50:00,,,,,,,,,,,,,,,
Fantastic performance the Tablet #Deal 🔥,1,Australia,Tablet,2024-07-05 08:36:13,,,,,,,,,,,,,,,
Great value in the Headphones #Deal 👍,1,Australia,Headphones,2025-03-27 07:36:57,,,,,,,,,,,,,,,
"Not buying the Headphones, it's overpriced 😩 @BestBuy",0,India,Headphones,2025-05-06 20:09:54,,,,,,,,,,,,,,,
Great value in the Tablet @Apple #Unboxing 🔥,1,Germany,Tablet,2025-04-10 08:11:06,,,,,,,,,,,,,,,
Highly recommend the Printer @HP 👍,1,India,Printer,2025-07-22 21:50:21,,,,,,,,,,,,,,,
Worth every penny the Jacket #Shopping 🔥,1,UK,Jacket,2024-04-02 02:38:18,,,,,,,,,,,,,,,
Worth every penny the Printer @HP #Shopping,1,India,Printer,2025-07-25 06:37:05,,,,,,,,,,,,,,,
Very disappointed by the Smartwatch #Review ☹️,0,USA,Smartwatch,2025-08-22 15:48:39,,,,,,,,,,,,,,,
Fast delivery for the Tablet @Apple #Shopping ✨,1,Australia,Tablet,2024-09-21 05:31:40,,,,,,,,,,,,,,,
The Headphones doesn’t seem worth it #Tech @Amazon,0,Canada,Headphones,2025-09-09 18:52:51,,,,,,,,,,,,,,,
Would not recommend the Headphones @Sony — Not what I expected #Shopping 💀,0,India,Headphones,2024-03-11 15:09:33,,,,,,,,,,,,,,,
Fast delivery for the Shoes @Nike #Sale 😊,1,Canada,Shoes,2025-02-19 23:00:46,,,,,,,,,,,,,,,
Late delivery ruined the Smartwatch @Samsung — Quality is bad #Shopping 💀,0,USA,Smartwatch,2024-06-08 07:52:38,,,,,,,,,,,,,,,
Really excited to purchase the latest Laptop 🛒 @Nike,1,USA,Laptop,2025-09-02 14:37:32,,,,,,,,,,,,,,,
Skipping the Shoes this time 😒 @Amazon,0,India,Shoes,2025-09-26 16:43:36,,,,,,,,,,,,,,,
Terrible experience with the Watches — Disappointed,0,Germany,Watches,2025-03-17 03:22:30,,,,,,,,,,,,,,,
"The new Laptop is disappointing, won't buy 👎 @Nike",0,India,Laptop,2025-05-30 01:11:18,,,,,,,,,,,,,,,
Terrible experience with the Refrigerator @LG — Disappointed #Unboxing,0,India,Refrigerator,2025-01-11 12:34:01,,,,,,,,,,,,,,,
Regret buying the Books #MustRead — Not what I expected #NewLaunch,0,India,Books,2025-09-22 07:24:47,,,,,,,,,,,,,,,
Worth every penny the Jacket @Zara #Sale 😍,1,USA,Jacket,2024-12-16 21:01:07,,,,,,,,,,,,,,,
I'm going to buy the new Laptop soon 🔥 #Tech @Nike,1,Canada,Laptop,2025-05-30 20:12:29,,,,,,,,,,,,,,,
Five stars for the Furniture @Ikea #Review,1,Germany,Furniture,2024-09-24 01:26:01,,,,,,,,,,,,,,,
Really excited to purchase the latest Smartwatch 🛒 @Flipkart,1,Australia,Smartwatch,2025-06-17 23:01:08,,,,,,,,,,,,,,,
Not worth the price the Gaming Console @Nintendo — Not what I expected #Shopping 😞,0,India,Gaming Console,2025-09-29 22:39:35,,,,,,,,,,,,,,,
Not worth the price the Printer — Quality is bad #Review 👎,0,UK,Printer,2024-09-07 13:42:02,,,,,,,,,,,,,,,
The Smartwatch doesn’t seem worth it #Shopping @BestBuy,0,India,Smartwatch,2025-06-20 16:55:41,,,,,,,,,,,,,,,
Very disappointed by the TV @LG — Not what I expected #NewLaunch 😡,0,USA,TV,2025-10-09 04:52:04,,,,,,,,,,,,,,,
Very disappointed by the Shoes 💀,0,India,Shoes,2024-07-19 21:01:20,,,,,,,,,,,,,,,
Highly recommend the Smartwatch @Fitbit #NewLaunch 😊,1,USA,Smartwatch,2025-08-04 19:20:43,,,,,,,,,,,,,,,
Fantastic performance the Shoes @Puma #Review 😊,1,Germany,Shoes,2024-01-03 21:02:34,,,,,,,,,,,,,,,
Not worth the price the Backpack @Herschel — Quality is bad 😡,0,Germany,Backpack,2025-06-28 23:24:39,,,,,,,,,,,,,,,
Amazing quality the Smartwatch #Review 👍,1,UK,Smartwatch,2024-05-10 15:15:27,,,,,,,,,,,,,,,
Worth every penny the Books #MustRead #NewLaunch 👍,1,USA,Books,2025-05-09 04:30:22,,,,,,,,,,,,,,,
Amazing quality the Smartwatch @Apple,1,India,Smartwatch,2025-02-11 16:51:24,,,,,,,,,,,,,,,
Worth every penny the Jacket #Shopping,1,Canada,Jacket,2024-12-08 12:22:29,,,,,,,,,,,,,,,
Skipping the Smartwatch this time 💀 @Amazon,0,India,Smartwatch,2025-07-06 21:24:09,,,,,,,,,,,,,,,
Just ordered my Headphones! Can't wait to try it 📱 @BestBuy,1,USA,Headphones,2025-07-30 01:41:01,,,,,,,,,,,,,,,
Great value in the TV @Sony #Sale 😍,1,USA,TV,2024-03-24 15:11:52,,,,,,,,,,,,,,,
Finally saved up enough to get the Smartwatch! 🛒 @Amazon,1,Australia,Smartwatch,2025-08-23 03:20:27,,,,,,,,,,,,,,,
I don’t think I’ll buy the Smartwatch anytime soon #Sale @Amazon,0,Australia,Smartwatch,2025-09-11 13:02:48,,,,,,,,,,,,,,,
Fantastic performance the Furniture 😊,1,Germany,Furniture,2025-05-06 20:27:52,,,,,,,,,,,,,,,
Poor quality the Shoes @Puma — Disappointed #Deal 😡,0,India,Shoes,2024-04-02 09:26:36,,,,,,,,,,,,,,,
Not interested in purchasing the iPhone 💀 @Nike,0,UK,iPhone,2025-08-15 16:57:50,,,,,,,,,,,,,,,
Absolutely love the TV #NewLaunch,1,India,TV,2024-04-11 21:37:05,,,,,,,,,,,,,,,
Absolutely love the Jacket @H&M #Review 😊,1,USA,Jacket,2024-09-11 16:59:45,,,,,,,,,,,,,,,
So happy with the Tablet #Review,1,India,Tablet,2024-11-20 20:37:42,,,,,,,,,,,,,,,
Regret buying the Books — Disappointed #Sale 😡,0,USA,Books,2025-10-05 11:11:48,,,,,,,,,,,,,,,
Not satisfied with the Tablet @Samsung — Not what I expected #Unboxing 💀,0,India,Tablet,2024-01-15 11:09:17,,,,,,,,,,,,,,,
Not satisfied with the Headphones — Not what I expected #Review 💀,0,India,Headphones,2024-03-30 02:19:41,,,,,,,,,,,,,,,
Great value in the Shoes @Nike #Shopping 👍,1,India,Shoes,2025-02-15 01:39:57,,,,,,,,,,,,,,,
No plans to buy any Headphones right now #Deal @Sony,0,USA,Headphones,2025-08-21 05:36:23,,,,,,,,,,,,,,,
"Got my eyes on the Smartwatch, purchasing soon 💸 @Sony",1,Australia,Smartwatch,2025-09-01 06:20:14,,,,,,,,,,,,,,,
"Love how the new Laptop looks, definitely buying #Offer @BestBuy",1,UK,Laptop,2025-07-05 09:49:49,,,,,,,,,,,,,,,
"I was going to get a iPhone, but changed my mind 🙄 @Amazon",0,Canada,iPhone,2025-04-24 00:48:14,,,,,,,,,,,,,,,
Amazing quality the Laptop @HP #NewLaunch 👍,1,India,Laptop,2025-10-07 01:43:36,,,,,,,,,,,,,,,
Regret buying the Printer — Not what I expected 😞,0,Germany,Printer,2025-09-13 01:10:48,,,,,,,,,,,,,,,
"The new Headphones is disappointing, won't buy 😤 @Flipkart",0,UK,Headphones,2025-04-20 23:01:59,,,,,,,,,,,,,,,
Not interested in purchasing the Headphones 🙄 @BestBuy,0,India,Headphones,2025-06-05 21:46:55,,,,,,,,,,,,,,,
Regret buying the Jacket — Not what I expected #NewLaunch 👎,0,USA,Jacket,2024-10-24 22:33:41,,,,,,,,,,,,,,,
Great value in the Bike #Deal 👍,1,USA,Bike,2025-05-09 12:54:10,,,,,,,,,,,,,,,
So happy with the Books #BookTok #Sale 😍,1,Australia,Books,2024-08-26 03:47:55,,,,,,,,,,,,,,,
Worth every penny the Laptop @Dell #Unboxing 😍,1,USA,Laptop,2025-10-20 18:10:39,,,,,,,,,,,,,,,
Regret buying the Cosmetics — Disappointed #Review ☹️,0,Canada,Cosmetics,2025-04-16 04:21:44,,,,,,,,,,,,,,,
Poor quality the TV — Not what I expected 👎,0,Australia,TV,2024-03-14 07:01:13,,,,,,,,,,,,,,,
Regret buying the Furniture @Ikea — Not what I expected #NewLaunch 😞,0,USA,Furniture,2025-01-29 07:01:11,,,,,,,,,,,,,,,
Five stars for the Watches #Unboxing 👍,1,India,Watches,2024-08-01 17:45:07,,,,,,,,,,,,,,,
"Not buying the Headphones, it's overpriced 😩 @Flipkart",0,Canada,Headphones,2025-08-28 20:38:26,,,,,,,,,,,,,,,
Fast delivery for the Smartwatch @Samsung 😊,1,India,Smartwatch,2024-01-10 14:28:40,,,,,,,,,,,,,,,
One star for the Phone @Google #Deal 👎,0,Canada,Phone,2025-05-21 01:31:35,,,,,,,,,,,,,,,
Regret buying the Backpack @Wildcraft #NewLaunch 💀,0,India,Backpack,2025-10-29 19:46:02,,,,,,,,,,,,,,,
"Got my eyes on the Smartwatch, purchasing soon 😎 @Amazon",1,India,Smartwatch,2025-09-28 18:08:11,,,,,,,,,,,,,,,
That Shoes looks amazing — I’m getting one #Fashion @Flipkart,1,Australia,Shoes,2025-05-22 17:28:01,,,,,,,,,,,,,,,
I don’t think I’ll buy the Smartwatch anytime soon #NewLaunch @Amazon,0,Canada,Smartwatch,2025-05-09 01:07:30,,,,,,,,,,,,,,,
Skipping the iPhone this time 💀 @BestBuy,0,Australia,iPhone,2025-09-23 01:19:13,,,,,,,,,,,,,,,
The Headphones isn't good enough to buy #Tech @Sony,0,Canada,Headphones,2025-04-16 12:24:38,,,,,,,,,,,,,,,
So happy with the Bike #Unboxing 😍,1,UK,Bike,2025-06-02 19:43:23,,,,,,,,,,,,,,,
"The new Smartwatch is disappointing, won't buy 💀 @Flipkart",0,India,Smartwatch,2025-06-21 05:09:58,,,,,,,,,,,,,,,
Fast delivery for the Cosmetics @Nykaa #Unboxing 😊,1,Germany,Cosmetics,2024-12-07 03:53:02,,,,,,,,,,,,,,,
Would not recommend the Backpack — Disappointed #Shopping,0,Canada,Backpack,2025-07-10 23:27:57,,,,,,,,,,,,,,,
Not worth the price the Headphones — Disappointed #Shopping 💀,0,USA,Headphones,2024-12-13 19:41:01,,,,,,,,,,,,,,,
"Love how the new iPhone looks, definitely buying #Offer @Sony",1,India,iPhone,2025-05-29 09:50:56,,,,,,,,,,,,,,,
Regret buying the Jacket @H&M #NewLaunch ☹️,0,India,Jacket,2025-06-13 01:45:09,,,,,,,,,,,,,,,
Poor quality the Backpack — Not what I expected #Unboxing,0,USA,Backpack,2024-11-30 01:05:05,,,,,,,,,,,,,,,
Absolutely love the Cosmetics @Nykaa #Shopping,1,USA,Cosmetics,2024-07-05 04:14:36,,,,,,,,,,,,,,,
Would not recommend the Books — Quality is bad 😡,0,India,Books,2024-02-26 08:05:13,,,,,,,,,,,,,,,
Very disappointed by the Camera — Quality is bad #Shopping 😞,0,Germany,Camera,2024-04-01 22:13:19,,,,,,,,,,,,,,,
Just ordered my Headphones! Can't wait to try it 😎 @Amazon,1,UK,Headphones,2025-07-13 10:42:39,,,,,,,,,,,,,,,
Not worth the price the Gaming Console @PlayStation — Not what I expected #Sale ☹️,0,Australia,Gaming Console,2024-05-07 19:11:41,,,,,,,,,,,,,,,
Planning to get a Headphones this week #Tech @Nike,1,Australia,Headphones,2025-07-07 22:15:27,,,,,,,,,,,,,,,
Would not recommend the Gaming Console @Nintendo — Quality is bad #NewLaunch 👎,0,Canada,Gaming Console,2024-05-26 00:35:12,,,,,,,,,,,,,,,
That Smartwatch looks amazing — I’m getting one #NewLaunch @BestBuy,1,India,Smartwatch,2025-09-27 11:10:34,,,,,,,,,,,,,,,
Worth every penny the Furniture @UrbanLadder #Sale 👍,1,Australia,Furniture,2024-05-02 08:05:06,,,,,,,,,,,,,,,
Loved this the Laptop @Apple #Deal 👍,1,USA,Laptop,2024-01-14 21:57:28,,,,,,,,,,,,,,,
Very disappointed by the Bike 😡,0,India,Bike,2024-11-02 17:35:09,,,,,,,,,,,,,,,
Worth every penny the Tablet @Apple #NewLaunch ✨,1,USA,Tablet,2024-12-12 09:42:42,,,,,,,,,,,,,,,
Loved this the Printer @HP #Sale,1,Germany,Printer,2024-04-01 01:26:01,,,,,,,,,,,,,,,
Not interested in purchasing the Smartwatch 😩 @Nike,0,Canada,Smartwatch,2025-07-15 09:44:19,,,,,,,,,,,,,,,
Really excited to purchase the latest iPhone 📱 @Flipkart,1,UK,iPhone,2025-08-01 22:29:03,,,,,,,,,,,,,,,
Amazing quality the TV @LG 😊,1,USA,TV,2024-01-08 13:36:34,,,,,,,,,,,,,,,
Fast delivery for the Tablet @Apple #Sale,1,Australia,Tablet,2024-05-06 22:02:35,,,,,,,,,,,,,,,
Highly recommend the Books #MustRead #Review,1,Germany,Books,2024-07-20 10:01:54,,,,,,,,,,,,,,,
Not interested in purchasing the iPhone 😒 @Apple,0,India,iPhone,2025-07-02 16:22:28,,,,,,,,,,,,,,,
Just ordered my Smartwatch! Can't wait to try it 🔥 @Apple,1,USA,Smartwatch,2025-09-02 00:09:41,,,,,,,,,,,,,,,
"The new Headphones is disappointing, won't buy 😒 @Sony",0,Australia,Headphones,2025-05-01 17:47:35,,,,,,,,,,,,,,,
Great value in the Jacket #Shopping 👍,1,Canada,Jacket,2025-02-22 19:57:47,,,,,,,,,,,,,,,
Late delivery ruined the Refrigerator @Samsung — Quality is bad #Review 💀,0,Australia,Refrigerator,2024-02-05 06:38:27,,,,,,,,,,,,,,,
Late delivery ruined the Tablet — Disappointed #Review 😞,0,Germany,Tablet,2024-06-03 17:10:15,,,,,,,,,,,,,,,
Late delivery ruined the Watches @Titan #Shopping 😞,0,India,Watches,2024-09-14 13:08:14,,,,,,,,,,,,,,,
Regret buying the Cosmetics @Nykaa #NewLaunch 👎,0,USA,Cosmetics,2025-02-26 19:50:29,,,,,,,,,,,,,,,
Loved this the Shoes #Sale,1,India,Shoes,2024-06-07 14:56:13,,,,,,,,,,,,,,,
Not satisfied with the Headphones @Jabra — Quality is bad #Review 👎,0,India,Headphones,2024-02-23 19:13:41,,,,,,,,,,,,,,,
Not worth the price the Jacket — Not what I expected #Shopping,0,India,Jacket,2024-01-19 06:10:35,,,,,,,,,,,,,,,
Terrible experience with the Printer — Disappointed #NewLaunch,0,USA,Printer,2024-03-21 20:36:33,,,,,,,,,,,,,,,
Not interested in purchasing the Laptop 😤 @BestBuy,0,UK,Laptop,2025-05-04 16:30:16,,,,,,,,,,,,,,,
Great value in the Laptop @HP 🔥,1,India,Laptop,2025-09-29 10:47:03,,,,,,,,,,,,,,,
Not worth the price the Shoes @Adidas — Not what I expected #Unboxing,0,Germany,Shoes,2025-01-14 05:15:25,,,,,,,,,,,,,,,
That iPhone looks amazing — I’m getting one #NewLaunch @Sony,1,India,iPhone,2025-09-05 02:59:45,,,,,,,,,,,,,,,
Great value in the Cosmetics @Sephora #Review,1,USA,Cosmetics,2025-09-29 00:10:14,,,,,,,,,,,,,,,
Waste of money the Phone — Not what I expected #Sale ☹️,0,Canada,Phone,2024-09-14 02:05:39,,,,,,,,,,,,,,,
Absolutely love the Laptop 😊,1,UK,Laptop,2025-02-18 14:18:53,,,,,,,,,,,,,,,
Fast delivery for the Cosmetics @Nykaa #Deal 👍,1,Australia,Cosmetics,2025-08-05 06:44:15,,,,,,,,,,,,,,,
Skipping the Headphones this time 😐 @Amazon,0,Australia,Headphones,2025-04-28 20:19:37,,,,,,,,,,,,,,,
No plans to buy any Headphones right now #Fashion @Apple,0,India,Headphones,2025-04-16 02:18:45,,,,,,,,,,,,,,,
Fast delivery for the Watches @Rolex #Review 👍,1,USA,Watches,2025-06-03 04:28:28,,,,,,,,,,,,,,,
Absolutely love the Books #NewLaunch 🔥,1,India,Books,2024-06-28 23:37:56,,,,,,,,,,,,,,,
Finally saved up enough to get the Headphones! 💸 @BestBuy,1,India,Headphones,2025-04-13 08:46:48,,,,,,,,,,,,,,,
Fast delivery for the Cosmetics @Nykaa #NewLaunch 😍,1,UK,Cosmetics,2024-07-09 11:21:23,,,,,,,,,,,,,,,
Late delivery ruined the Refrigerator — Not what I expected #Unboxing 😡,0,Australia,Refrigerator,2024-10-19 11:30:31,,,,,,,,,,,,,,,
Waste of money the Headphones @Sony — Disappointed #NewLaunch,0,India,Headphones,2025-01-06 20:15:18,,,,,,,,,,,,,,,
Regret buying the Printer @HP — Disappointed #Deal 😞,0,India,Printer,2024-07-20 19:09:15,,,,,,,,,,,,,,,
Worth every penny the Bike #Deal,1,USA,Bike,2024-06-12 12:53:09,,,,,,,,,,,,,,,
Absolutely love the Furniture #NewLaunch 😍,1,Germany,Furniture,2025-08-12 13:42:27,,,,,,,,,,,,,,,
Finally saved up enough to get the Smartwatch! 😎 @Amazon,1,Australia,Smartwatch,2025-05-08 10:39:28,,,,,,,,,,,,,,,
Skipping the Headphones this time 😐 @BestBuy,0,Canada,Headphones,2025-09-13 06:23:11,,,,,,,,,,,,,,,
Not interested in purchasing the iPhone 👎 @BestBuy,0,Canada,iPhone,2025-06-03 22:15:23,,,,,,,,,,,,,,,
So happy with the Smartwatch #NewLaunch 🔥,1,India,Smartwatch,2025-05-08 10:47:34,,,,,,,,,,,,,,,
Absolutely love the Headphones 😍,1,Germany,Headphones,2024-11-21 10:16:47,,,,,,,,,,,,,,,
Would not recommend the Phone @Google — Disappointed,0,India,Phone,2024-11-06 05:27:40,,,,,,,,,,,,,,,
"I was going to get a Shoes, but changed my mind 😒 @Nike",0,USA,Shoes,2025-07-22 19:21:41,,,,,,,,,,,,,,,
Thinking about buying the iPhone tomorrow #MustBuy @Flipkart,1,Australia,iPhone,2025-09-18 16:47:38,,,,,,,,,,,,,,,
Just ordered my Headphones! Can't wait to try it 📱 @BestBuy,1,India,Headphones,2025-09-16 12:55:11,,,,,,,,,,,,,,,
No plans to buy any Smartwatch right now #MustBuy @Amazon,0,UK,Smartwatch,2025-07-06 11:32:45,,,,,,,,,,,,,,,
Regret buying the Backpack #Review 😡,0,India,Backpack,2025-08-18 13:37:23,,,,,,,,,,,,,,,
"Not buying the Smartwatch, it's overpriced 😩 @Amazon",0,Australia,Smartwatch,2025-09-13 09:27:15,,,,,,,,,,,,,,,
Not worth the price the Laptop @HP 👎,0,India,Laptop,2025-04-21 08:48:52,,,,,,,,,,,,,,,
Great value in the Cosmetics @Sephora #Review 🔥,1,UK,Cosmetics,2025-07-10 17:35:57,,,,,,,,,,,,,,,
Not worth the price the Bike @Hero — Quality is bad #Review 😡,0,USA,Bike,2024-09-21 01:25:24,,,,,,,,,,,,,,,
One star for the Smartwatch @Fitbit — Quality is bad #Sale 😞,0,India,Smartwatch,2025-02-17 20:37:45,,,,,,,,,,,,,,,
Absolutely love the Tablet @Samsung #Deal,1,India,Tablet,2025-02-15 20:38:24,,,,,,,,,,,,,,,
Regret buying the Watches @Fossil — Disappointed #Sale,0,India,Watches,2024-01-01 09:13:47,,,,,,,,,,,,,,,
Waste of money the Books 😞,0,Germany,Books,2024-10-08 21:41:35,,,,,,,,,,,,,,,
Fantastic performance the Backpack @Herschel #Sale 🔥,1,India,Backpack,2025-08-29 19:43:57,,,,,,,,,,,,,,,
"Love how the new Laptop looks, definitely buying #Offer @Sony",1,India,Laptop,2025-05-03 07:05:01,,,,,,,,,,,,,,,
Poor quality the Furniture — Quality is bad #Sale 👎,0,UK,Furniture,2025-10-30 19:06:39,,,,,,,,,,,,,,,
Absolutely love the Backpack @Wildcraft #Deal 👍,1,Canada,Backpack,2024-04-30 18:20:52,,,,,,,,,,,,,,,
